content,ground
Chất liệu tốt giống như hình mẫu,1
Shop tư vấn nhiệt tình,1
T nhờ Shop gửi hàng đúng màu,0
Chứ vậy sẽ mất uy tín lắm,0
Không đáng tiền Chất lượng sản phẩm kém Đóng gói sản phẩm kém,0
"Mí dán đẹp, tốt, giữ được khoảng hơn 5 tiếng nếu ko sửa mặt",1
Đáng đồng tiền,1
Đây là lần thứ 2 mua bên shop,1
Kem gì mà đẹp vậy trời Chất lượng sản phẩm tuyệt vời,1
Vải mỏng kiểu tay bo gấu vải xấu,0
Cảm ơn shop rất nhìu,1
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Sẽ ủng hộ tiếp nếu trường có nhu cầu mua đồng phục,1
Sz hoi bé,0
Yêu shop,1
Mh 46kg áo hơi rộng,1
Hài lòng,1
"K the dung chieu power point, qua mo",0
"Đặt màu trắng giao màu xanh, còn lại ok",1
Khg nên mua,0
"Nhận được sản phẩm phải nói là tuyệt vời , cảm ơn shop rất nhiều",1
"Mình 45 kg, 1m 53 hơi rộng",1
Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,1
To hơn tưởng tượng,0
"Vải mỏng nhẹ mát, kiểu dáng đẹp nhưng cái nơ chỗ tay là dán keo dễ bung, cần may lại thêm",1
"Chuẩn quần vải đẹp ôm gọn chân, mà vải còn mát nữa",1
Tiền phí ship hơi đắt,0
Chất lượng quá yếu kém,0
vì Chất lượng sản phẩm tuyệt vời,1
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Đáng đồng tiền Đáng đồng tiền,1
Váy không được phồng lắm,0
Mua 4 cái rồi quá ưng 😘,1
"Giao hang nhanh, sản phẩm tốt",1
Cầm gói quần áo mà như tập tài liệu :)))) bằng phẳng vuông góc,1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,1
Chốt đặt đơn xong gửi 2 cái đen liền,0
Để nguyên cái dây dài cả kilomet.hàng thì nhìn đẹp nhưng không biết dùng được bền không. nói chung bán hàng thì nên care khách chút,0
Giày đẹp đi êm,1
túi dày đẹp,1
Nói chung ko như mong đợi,0
"K thể nào mặc như vậy nếu k đem sửa -> shop đã nhiệt tình đổi nhưng mình từ chối vì mình ở sg, gửi lại mất time",0
Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền,1
Gói hàng cũng xinh !!,1
Giao hàng rất nhanh,1
Còn lại sản phẩm ok,1
Giao hàng nhanh,1
hang ok,1
Áo dày nên mặc rất ấm 😍 vải cũng rất đẹp💕 Chất lượng sản phẩm tuyệt vời,1
Bắt phải nhận lại,0
Giao hàng rất chuẩn,1
Mua dc giá sale nữa thích qtqd,1
Chất liệu quá tệ,0
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, hàng đẹp mà rẻ mn mua đi",1
"Thời gian shop chuẩn bị hàng rất lâu, áo len mỏng, chất lượng không giống hình",0
Đóng gói sản phẩm rất đẹp và chắc chắn vai mỏng thich hop mac mùa hè,1
Shop phục vụ rất tốt,1
Chất lượng sản phẩm tuyệt vời,1
"Váy xinh xinh, nhưng vải của lớp lót trong hơi bí chút",1
"Shop phục vụ rất tệ, giao hàng thiếu nhắn tin thì không trả lời, hộp thun 23k không đáng bao nhiêu nhưng cũng là tiền, ít ra cũng phải trả lời để cho ngta biết như thế nào, đằng này thì im re, còn muỗng thì bị bể 1 mảng làm sao e bé ăn dc đây trời",0
Định trả lại nhưng ngại phiền nên thui,0
"Quần quá to, 1quần nằm trên cùng bị rách cũng giao",0
"Đã hủy xanh ngọc lấy màu ghi nhưng shop giao màu xanh ngọc cũng rất ưng, màu rêu đậm cũng khá ok",1
Áo đẹp,1
Chất áo cứng quá,0
Chất lượng khá tốt ạ,1
Thời gian giao hàng rất nhanh,1
"Lúc nhận quên kiểm tra kĩ, áo bị rách ngay phần nách áo",0
chất lượng tuyệt vời ngoài mong đợi :> Thời gian giao hàng cực nhanh luôn :3,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh nhưng trong ba Cây có 1 Cây son chứa khá nhiều chì,1
"Áo dáng basic rất dễ mặc 👍 vải mỏng hơn mình nghĩ nhưng mình đã giặt máy mà áo vẫn rất tốt, không bị nhão hay giãn",1
chất đẹp mỗi tội chiều dài hơi ngắn,1
Nhưng đóng gói vận chuyển cực kì kém,0
Tiện hết sức,1
Giao đúng size,1
Shop nhiệt tình,1
"Chủ shop dễ thương, tư vấn nhiệt tình",1
Mặc dù vậy vẫn rất thích,1
"Một sản phẩm tuyệt vời cho chị em, giúp tiết giảm sức lao động và thời gian cho việc chăm sóc nhà cửa",1
Người mình cao nhưng nhỏ nhắn mặc vẫn hơi chật nên ai to hơn mặc chắc chắn ko thở nổi đâu :3,0
Cả shape váy và chất vải đều tệ,0
Đường may cẩu thả,0
Chất lượng sản phẩm tuyệt vời,1
Thời gian giao hàng rất nhanh,1
"Phía dưới ko rộng như hình, màu không sáng, chất liệu tạm được",0
"Rất đáng tiền, rẻ",1
Len nay mặc hơi bị xót và khá mỏng,0
Ship giao hương chanh,1
Còn hàng của shop thì k gì để chê,1
Bo do day nay nho wa so voi so ky ghi tren,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.e cao 1m65 nặng 53kg nên eo hơi rộng xí,1
"Chất lượng sản phẩm tuyệt vời ,Shop phục vụ rất tốt, Rất đáng tiền ^_^",1
Sẽ ủng hộ shop thêm,1
Hợp với giá 130k,1
Mua nhiều shop khác nhau,1
K nhu mong đợi...k nghĩ form lớn như vậy.,0
Áo sơ mi màu cam đât vải đẹp mặc mát,1
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh..,1
Thank,1
Cảm ơn shop,1
Chỉ có tem của H&M thôi,0
Ko nghĩ lại nhận đc hàng quá vừa y như vay sợ voi gia tiền,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh hàng rất OK,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,1
Giao hàng nhanh,1
Áo đẹp,1
Hình 1 kiểu đến lúc nhận hàng 1 kiểu,0
Áo đẹp ctrai mặc ok,1
"sản phẩm tốt, tuy dây kéo hơi dở chút nhưng tiền nào của nấy với giá 99k thì quá ok",1
E rất hài lòng với sản phẩm của a zaka petshop,1
Mình đã nhận hàng Thời gian giao hàng rất nhanh Để mình uống và cảm nhận,1
K hợp xíu nao,0
Áo rất đẹp,1
Chất lượng sản phẩm phù hợp với giá thành,1
"Giao hàng nhanh,sản phẩm đạt chất lượng",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
"Chất lượng ok, nhận hàng quá lâu",1
Shop gói chống sốc kỹ cho khách,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Êm,1
Giá vậy là tốt rồi,1
Quá tốt!!!!!,1
Chất lượng sản phẩm tuyệt vời,1
Tốt,1
"Áo cực đẹp, ko uổng công đợi 10 ngày",1
Con thua ao 30k,0
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền tặng thêm quà đáng iu dã man hehe 🤣,1
"quần đẹp, giá rẻ..",1
Rất đáng tiền,1
"cũng được, chỉ trẳng nổi nên ko thích lắm",0
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt,1
Chất nóng,0
"Đóng gói siêu chắc chắn luôn nè, chưa dùng nên chưa biết có che tốt hay ko, thử ra tay thì chống nước tốt 💜",1
Vải rất mịn,1
Chủ shop tư vấn nhiệt tình,1
"Áo hơi mỏng nhưng mặc đẹp, dây của áo hoàn thiện ko đc tốt cho lắm, mong shop khắc phục",1
"Đóng gói sp rất kém, hộp rách nát",0
"Shop nhiệt tình dễ thương, quần đẹp vừa vặn, mua dịp săn deal sale còn đc tặng thêm quà nhỏ nhỏ xinh xinh :x",1
Sẽ ủng hộ shop dài dài,1
Chất lượng sản phẩm tuyệt vời,1
Tay áo ko giống hình tay lỡ ko phải tay dài,1
Tks shop,1
Sẽ tiếp tục ủng hộ shop,1
Váy rất đẹp,1
Chất vải ko bằng 2 bộ kia chỉ 75 và 65k Chất lượng sản phẩm rất kém,0
Chúc shop buôn may bán đắt,1
"đẹp, nhưng hơi bị rộng tý",1
"Chất lượng sản phẩm tuyệt vời, cám ơn shop",1
"Chất lượng sản phẩm tuyệt vời shop có phản hồi, giao hàng nhanh",1
Quần đẹp lại đc tặng cả quà xinh nữa 😍😍😍,1
Khá đẹp 90% ảnh . nhìn khái quát ok,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,1
Giày đẹp,1
Giày ok nhưng chắc do vận chuyển nên hộp méo mó quá,1
Ở ngoài hoàn toàn khác,0
Thẻ ko nạp được,0
Sp kem chất lượng,0
Giày đi êm chân,1
Mọi thứ điều tốt,1
Tốt áo đẹp,1
"Chất lượng sản phẩm tuyệt vời, chủ shop xinh gái dễ tính phục vụ chuyên nghiệp",1
Hỏi chân bt đi 381/2 shop tư vấn đi 39 nhận được giày đầu tiên có hơi thất vọng về chất lượng.Và Đi quá rộng k khác gì bơi trong giày k tới đích,0
Chất lượng sản phẩm tuyệt vời nhưng size hơi nhỏ so với bình thường,1
Kiểu dáng ôm đẹp,1
Nói chung sản phẩm tốt 👍👍👍,1
Rất hài lòng với chất lượng của shop,1
Sọc áo màu xám k phải màu xanh nên trông cũ,0
"viền mền may xấu. chất bên trong gối là dạng giấy, dễ rách hoặc mủn ra khi ngâm nước",0
Với mức giá 85k thì chấp nhận được,1
"Đóng gọi đẹp, nhỏ gọn. 1lan nua xin cảm ơn shop !!",1
I like it,1
"Chất lượng sản phẩm tuyệt vời ,đẹp lắm",1
Đẹp lắm shop...rất ưng ý😘😘😘,1
Vải mỏng dính,0
Áo rất đẹp.thanks shop 😜😜😜😜😜😜,1
"Áo đẹp, vừa tiền, nhưng size M thì nhìn tương đương với size S",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,1
Phục vụ nhiệt tình ạ,1
Chất lượng sản phẩm tuyệt vời.. chủ shop nhiệt tình,1
"Shop dễ thuơng quá, mua hàng đuợc giá rẻ rồi còn đuợc tặng thêm quà nữa chứ, nào là sữa tắm, sữa duỡng thể nữa chứ, sẽ ủng hộ shop tiếp thôi",1
Hang vua y lam luon .cam on shop,1
Đẹp lắm :>,1
"Áo bị lủng lỗ, shop có nhã ý đổi hàng, nhưng đổi lần thứ hai hàng vẫn lủng",0
Chất lượng sản phẩm tuyệt vời :)),1
Thái đô kém Thời gian giao hàng rất chậm Shop phục vụ rất kém,0
Đẹp hơn tưỡng tượng Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,1
Hàng thật không giống với hình ảnh đưa lên,0
Ưng lắm a...bao size hjhj,1
"Thời gian giao hàng rất nhanh luôn,từ thái độ phục vụ cho tới chất lượng áo của shop không còn gì để chê ❤",1
Kể từ đây bắt đầu la liếm shop :33,1
Vải k đẹp,0
10 sao =)))) ( ảnh dìm áo ),1
"Shop chăm sóc KH tốt, cho 5 sao vì thái độ",1
Sản phẩm chất lượng quá tệ,0
"Thời gian giao hàng rất nhanh, Rất đáng tiền, Shop phục vụ rất tốt",1
Chất lượng sản phẩm tuyệt vời,1
Tiền nào có nấy khuyên MB đừg hy vọng nhìu về sp mặt vô xấu lắm 😒😒,0
Rất hài lòng💕💕,1
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Áo không giống màu,0
"Giày so với giáy là siêu chất rồi, shop phục vụ tốt",1
Nhưng áo vừa mặc thử đã bật cúc,0
Đồ đẹp laqms luôn ạ,1
"Áo đẹp, dày dặn, Thời gian giao hàng rất nhanh",1
"Lần đầu mua ở shop, sản phẩm rất chất lượng",1
Vải đẹp form đẹp,1
Chị shipper nhiệt tình Chất lượng sản phẩm tuyệt vời,1
Shop nhiệt tình,1
Hang tot cac bạn. 5 ngày giao hang,1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,1
Áo đẹp nha các bấy bỳ 😘,1
Rat ưng,1
Màu không đẹp bằng áo đợt trước mình mua,0
Nhưng mở ra cũng bể vụn nhìu,0
Hơi rộng 😣😣😣,0
Có 1000 sao cũng tặng sh luôn,1
Áo bị phai màu in,0
Rất đẹp quá tin tưởng shop,1
áo ngắn quá,0
Sẽ theo dõi shop để ủng hộ lần sau,1
"Hjx nhìn đồ thì thik lắm nhưng chỉ mặc vừa áo thôi ạ, quần thì k vừa. 😢",0
"Thời gian giao hàng nhanh,Ym không thơm lắm,không có hạn sử dụng",0
Mua ở shop lần thứ 3 rồi hihi.áo đẹp lắm ạ.shop tư vấn nhiệt tình.giao hàng siêu nhanh.còn được tặng thêm quà nữa...❤️,1
Trả hàng được thì đánh giá tiếp,0
cục sạc hỏng ngay từ lần đầu sử dụng,0
"Mình mới đặt sáng 5-11, chiều shop gửi hàng cho vận chuyển mà 10h sáng 6-11 đã nhận đc hàng",1
Gắn vào test chưa có lỗi gì,1
"(Cũng may là 2 cái màu xanh đều khác màu, lần sau shop chú ý thêm nhé. )",1
sản phẩm chất lg xấu,0
Ao kg giog mau,0
A Giao Hàng dễ thương,1
Tiếc vì ko biết để mua máy hút bụi sớm hơn👍👍👍,1
Thời gian giao hàng khá nhanh,1
Hang Chinh Hang DiGi,1
"Chất lượng sản phẩm rất kém, như hàng nhái. bỉm bên trong vón cục , mỏng . mọi ng đừng mua cho con nhé",0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng cực nhanh,1
Chất lượng sản phẩm okie,1
Mua 1 áo rồi mua thêm lần nữa vì dáng qá đẹp vải lại tốt và mátt giặt không bị bông vải,1
Shop phục vụ rất tốt Rất đáng tiền,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,1
"Vải đẹp, đồ giống mẫu, hàng chuẩn, Đóng gói sản phẩm rất đẹp và chắc chắn",1
Ko ngờ giá rẻ mà lại chuẩn hàng như vậy,1
Giá và chất lượng rất ổn,1
Chất ko đc thik lắm,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn ao dep lm sop oi ung ho sop tip chu sop de thuong,1
Thấy nhiều đánh giá 5 sao nên tin tưởng đặt mua,1
Ib mà shop bận cũng chưa đổi đc :'(,0
"Mình thấy sử dụng bình hơi khó nên đã chat với nhân viên, nhân viên của kidsplaza hỗ trợ rất nhiệt tình, thân thiện",1
"Giày đẹp y như hình,giá rẻ,giao hàng nhanh❤️❤️Cám ơn shop nhé!!",1
Thời gian giao hàng rất nhanh dk,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh ưng lắm luôn nha shop ❤️❤️❤️,1
Chất lượng sản phẩm tuyệt vời..,1
"Sản phẩm rất được, giá cả phải chăng",1
Chủ shop rất nhiệt tình và dễ thương,1
ao đẹp,1
Hàng đúng như chất lượng quảng cáo,1
"Màu nhìn ngoài đậm hơn trên ảnh nhiều, nhưng chất đẹp mịn, đáng tiền",1
Mình thích chất của chiếc màu trắng hơn,1
chất lượng tương xứng với giá tiền,1
"Áo đẹp nhá, vải nỉ bông nữa chứ",1
"Khi thấy cái váy này, mình đã quyết tâm giảm 14 kí, để được mặc em nó, sau 4 tháng thì mọi quyết tâm của mình đã thành công, fai nói là siêu sung sướng khi khoác lên mình cái váy quá dễ thương như vậy, vải mặc mát, thoải mái và rất đẹp, nhìn cưng kinh khủng, chủ shop lại quá đáng iu, cho 10 sao luôn",1
"Áo mặc rất thoải mái, màu sắc rất tôn da",1
Nhận sai hang xin trả hàng và thanh toán tiền lại Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
👍👍👍,1
"Đóng gói sản phẩm kém , trong quá trình vận chuyển bục hết túi lion bẩn hàng hóa",1
"Cái vạt nó ko vắt chéo kín fan ngực, cho nên hở sâu quá",0
giá rẻ chất lượng khá tốt!!,1
Chất lượng sản phẩm tuyệt vời,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, shop rất nhiệt tình , good !",1
"Rất đáng tiền Thời gian giao hàng rất nhanh,vợ mình cao 160cm nặng 53kg mặc size L vừa lắm",1
Sẽ còn ủng hộ shop lâu dài!!,1
Túi quần bị rách,0
Ủng hộ shop ngàn sao luôn nè 😋😋,1
Ok trong tầm giá,1
mh sẽ ủng hộ shop nhìu hihi,1
Hơi thất vọng chút xíu,0
Balo đẹp đúng hình nhưng mùi da hơi khó ngửi,0
Vải mỏng chất lượng kém ko đáng tiền mua,0
Chất lượng sản phẩm tuyệt vời,1
Mẫu giống hình nhưng chất liệu k giống hình và miêu tả kp là da nhưng chấp nhận được Chất lượng sản phẩm tuyệt vời Đáng đồng tiền,1
"Chất lượng sản phẩm tuyệt vời, phù hợp với máy của mình",1
Giao hàng cực nhanh,1
Áo đẹp nhưng có điều tay hơi ngắn so với hình,1
Rất ưng váy,1
Giao hàng nhanh,1
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém khuyên không nên mua,0
Lần sau sẽ ủng hộ shop nữa,1
Quần siu đẹp Rất đáng tiền,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền, vải đẹp quá mình sẽ ủng hộ shop hoài",1
"Đóng gói sản phẩm rất đẹp và chắc chắn, đẹp",1
Shop tư vấn nhiệt tình và dễ thương,1
"Thời gian giao hàng rất nhanh.Chủ shop rất là tuyệt vời,trò ch rất nhiệt tình,mình rất là ưng cái bụg lắm lun àk ngen 😍😍😍",1
đẹp ạ <3,1
Chẳc do tay mình to.😭😭 Thời gian giao hàng rất nhanh,1
Ao len rat min va dep thank shop nhieu,1
"Chất Chất lượng sản phẩm tuyệt vời, đóng gói cẩn thận, thời gian giao hàng nhanh",1
Áo ngắn mỏng vãi nóng thô ko giống trong hình lắm mình 48kg mà mặc vào thấy áo ngắn ko như hình,0
Thời gian giao hàg chậm wa,0
Áo xinh lắm ạ 😍😍😍😍 Chất lượng sản phẩm tuyệt vời,1
"Sp ok mới đẹp, nói chung rất ưng và đáng tiền",1
Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh,1
"Đặt 37 cái rất đẹp, nhưng bảo một form mà lại có cái dài hơn 1 tí, cái ngắn 1 tí, nhung mà chung lại thì rất ok đáng tiền, vải không dày, sờ mát tay..",1
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Sẽ ủng hộ shop nữa ak....,1
Có dấu hiệu pin đã qua sữ dụng !!,0
"Mác không như ảnh shop đăng.Dặn qua tin nhắn shopee là gửi 3c màu hồng nhưng lại gửi 2c xám xịt đường chỉ may xấu tệ chất bèo nhèo giặt 1 lần là xù nát.Tốt nhất không nên mua loại áo này,đã mua hàng shop 1 lần ưng ý,lần này thì thất vọng luôn, quá tệ",0
Tuy giao hàng trễ nhưng vẫn cho 5* vì có sự giải thích rõ ràng,1
Shop phục vụ rất tốt Rất đáng tiền,1
"Chất lượng sản phẩm tuyệt vời, đẹp chắc chắn",1
"Hàng rất đẹp, chất nhẹ, rất mát",1
Son gì mà đẹp dữ vậy hả,1
Phù hợp với giá tiền,1
"Bít tất chưa đi nên chưa biết, nhưng quần bầu thì thích lắm",1
"Không phải hàng chính hãng DGW nhé, nhưng đì cũng tạm được.",1
"Hàng giao nhanh, sản phẩm đẹp❤️",1
"Đúng màu vàng nghệ, nhìn ngoài đẹp hơn trong ảnh",1
Lần nào mua cũng hài lòng,1
Mọi ng yên tâm đặt hàng nhé,1
Mong các lần khác sẽ vẫn tốt như vậy,1
Gói hàng cẩn thận,1
"Không trả lời tin nhắn,mình không hiểu lý do",0
Giao hàng nhanh và Shop phục vụ rất tốt,1
"Chất liệu dày quá hơi cứng, mặc nóng, gây cảm giác ngột ngạt",1
Đã mua liền 3 cái và sẽ ủng hộ shop dài dài,1
Giày cực đẹp đi êm đáng tiền,1
Vải quá mỏng,0
Đóng gói cẩn thận,1
Giá hợp lý,1
Hàng cute,1
Váy đẹp,1
Chất lượng sản phẩm tuyệt vời,1
V Chất lượng sản phẩm tuyệt vời áo khá đẹp,1
"Đóng gói sản phẩm rất đẹp và chắc chắn, chất lượng phải có tg dùng mới biết chư shop1",1
Đóng gói sản phẩm chắc chắn,1
"Khá hài lòng mỗi tội dài dài ,may chân mình cũng dài nên Ok luôn :* Eo hơi rộng nên các bạn chọn dưới 1 size nha :*",1
Thất vọng,0
Chưa nào mua hàng và vừa rẻ vừa đẹp như vậy,1
Chị chủ shop tư vấn nhiệt tình nói chuyện rất dễ thương,1
Áo siêu đẹp ❤️,1
Màu ko giống hình,0
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,1
"Áo này ko thể thiếu, mix với ti tỉ thứ nhé, len mềm, mướt tay nhé",1
Thất vọng..,0
Áo màu rất đẹp :3,1
Chọn màu này lấy màu kia,0
5 quần mỗi chất một kiểu.tạm được.tiền nào của nấy,1
Chất lượng sản phẩm tuyệt vờii Thời gian giao hàng rất nhanh,1
Hàng k đc như trong ảnh Đóng gói sản phẩm tạm được Chất lượng sản phẩm tạm được,1
Cái váy khá chật :>>,0
Shop phục vụ rất kém,0
"chat oki, mau k dc den lắm hoi sang xiu",0
Áo hơi rộng chút nhưng đẹp ❤️sẽua bên shop dài dài,1
Không đáng tiền,0
Sim đã kích hoạt 20 ngày trước rồi,0
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Đáng đồng tiền,1
Tks shop,1
Chủ sh cũng khá nhanh nhạy và thân thiện,1
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt,1
Áo bị mốc,0
Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn,1
Chúa gét màu hồng nên k ưng xí nao,0
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
"Nhà m nhiều kiến quá k hết sạch được nhưng đỡ rất nhiều, Thời gian giao hàng rất nhanh",1
Nón đẹp rẻ,1
Chất áo ít nhăn như mấy cái áo trk của mình,1
Viết rất mờ,0
Shop phục vụ rất tốt,1
"Giày đẹp, mà rẻ nữa",1
Ai chưa thử dùng sp này thì hãy dùng thử nhé,1
"Hàng tốt, thái độ phục vụ chuyên nghiệp",1
Ai đang do dự thì mua đi nhé 🙆🏻♀️ đẹp lẮm luôn ạ,1
Giao hàng lại rất nhanh,1
Mình rất thích,1
Shop phục vụ rất nhiet tinh,1
Đóng gói sản phẩm k dc đẹp,1
Dùng 2 ngày thấy hút và lau sạch dù đường đi chưa thông minh lắm,1
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn,1
Ưng cái bụng lắm luôn,1
"Kiểu đẹp, vải chưa đẹp, ka Ki mịn OK luôn",1
"Vải dày dặn, đẹp i như hình luôn í",1
Mua 1 kiểu giao hàng một kiểu.người bán không đáng tin,0
Hàng tốt,1
Chất lượng sản phẩm tuyệt vời.túi rất thơm,1
Chất lượng hàng tốt,1
Mua 1 lần k có lần thứ 2,0
"Màu sắc,chất liệu, đường may đều đẹp y hình",1
Gửi nhầm size quá rộng,0
Tạm ổn,1
Rất đáng tiền,1
Vải đẹp,1
Bán hàng rất có tâm 😊,1
Dù sao với 160k thì chất lượng như vậy là quá được,1
Đã thanh toán nhưng chưa nhận hàng,1
"Chất lượng sản phẩm tuyệt vời, đây là hình ảnh chiếc bánh thần kỳ của combo giảm giá, uhm Bánh có vẻ như thiếu thiếu gì đó so với bánh mình tự gọi ở quán ^^ súp theo phong cách ý nên hok hạp khẩu vị, vị của kem ngọt quá",1
"Túi quá mỏng và dễ rách , khác hẳn hàng lần trước mua , thật sự thất vọng",0
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Shop giao sai màu đặt trắng giao đỏ,0
"k phải đen trắng, Chất lượng sản phẩm tạm được",1
"Mình nghĩ ảnh trải sàn mới là ảnh thật áo, vì áo trắng cúc màu đen .còn mẫu mặc cúc màu trắng là k phải",0
Chất vải mịn mát.,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,1
Giao hàng nhanh ko tưởng,1
Tặng shop 5 sao +,1
Thời gian giao hàng rất nhanh so với giá tiền thì chất ok thank shop,1
"Áo đẹp, chất liệu ổn",1
Giao sai r nói khách hẹp hòi ảnh đánh 2 stt 56 thay vì xin lỗi và có trách nhiệm vs thông tin đăng bán,0
Chất lượng sản phẩm tuyệt vời Rất đáng tiền..,1
"SP rất tốt , hơn mong đợi <3",1
Giao hàng nhanh chất lượng rất ổn sẽ ủng hộ shop lần sau,1
Chất lượng sản phẩm tuyệt vời.cam on c nha,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
Chất lượng sản phẩm tuyệt vời,1
Sản phẩm rất tuyệt,1
Chất lượng sản phẩm tuyệt vời,1
"Sp được nhưng màu ko giống hình, đậm và xấu",0
Rất ưng ý,1
"Chất lượng sản phẩm tuyệt vời, tuy nhiên mình mặc bị chật, do áo size nhỏ hơn sz áo bình thường mình hay mua, ai mặc sz 36 không độn thì áo này nên lấy sz 38 nhé",1
Hàng phù hợp với giá tiền,1
Áo đẹp,1
Chất lượng sản phẩm tuyệt vời mới mở gói cho vào bát boss đã chạy ra ăn :)),1
In bị xấu,0
Hàng đẹp xuất sắc,1
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Đẹp vô cùng 💋💋💋,1
Tks so much,1
shop phục vụ rất tốt nên mua Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt. 1m55, 48kg . áo đẹp, vải mịn, mát",1
"Tai nghe khá chắc chắn, phần vành làm khó gãy, dây dài đủ để cắm máy tính như cắm điện thoại thì hơi dài",1
Chất lượng sản phẩm tuyệt vời y hình,1
